sensor_id,hour,lat,lon,lux_avg,lux_norm,light_risk
OC3CL200067,18,37.548032568,126.860633351,3668.3125,1.0,0.0
OC3CL200067,19,37.548032568,126.860633351,1176.5625,1.0,0.0
OC3CL200067,20,37.548032568,126.860633351,51.27777777777778,1.0,0.0
OC3CL200067,21,37.548032568,126.860633351,0.0,0.0,1.0
OC3CL200067,22,37.548032568,126.860633351,0.0,0.0,1.0
OC3CL200067,23,37.548032568,126.860633351,0.0,0.0,1.0
OC3CL200068,0,37.506194749,126.955133511,11261.0,1.0,0.0
OC3CL200068,1,37.506194749,126.955133511,10095.3125,1.0,0.0
OC3CL200068,2,37.506194749,126.955133511,9819.9375,1.0,0.0
OC3CL200068,3,37.506194749,126.955133511,9471.225806451614,1.0,0.0
OC3CL200068,4,37.506194749,126.955133511,8756.21875,1.0,0.0
OC3CL200068,5,37.506194749,126.955133511,8896.5625,1.0,0.0
OC3CL200068,6,37.506194749,126.955133511,21591.0625,1.0,0.0
OC3CL200068,7,37.506194749,126.955133511,48628.6875,1.0,0.0
OC3CL200068,8,37.506194749,126.955133511,48016.0625,1.0,0.0
OC3CL200068,9,37.506194749,126.955133511,43004.606060606064,1.0,0.0
OC3CL200068,10,37.506194749,126.955133511,34558.666666666664,1.0,0.0
OC3CL200068,11,37.506194749,126.955133511,25134.090909090908,1.0,0.0
OC3CL200068,12,37.506194749,126.955133511,23750.878787878788,1.0,0.0
OC3CL200068,13,37.506194749,126.955133511,26033.757575757576,1.0,0.0
OC3CL200068,14,37.506194749,126.955133511,25596.666666666668,1.0,0.0
OC3CL200068,15,37.506194749,126.955133511,22158.39393939394,1.0,0.0
OC3CL200068,16,37.506194749,126.955133511,18557.727272727272,1.0,0.0
OC3CL200068,17,37.506194749,126.955133511,13288.4375,1.0,0.0
OC3CL200068,18,37.506194749,126.955133511,24030.909090909092,1.0,0.0
OC3CL200068,19,37.506194749,126.955133511,30186.60606060606,1.0,0.0
OC3CL200068,20,37.506194749,126.955133511,18231.75,1.0,0.0
OC3CL200068,21,37.506194749,126.955133511,11063.878787878788,1.0,0.0
OC3CL200068,22,37.506194749,126.955133511,11523.787878787878,1.0,0.0
OC3CL200068,23,37.506194749,126.955133511,11561.666666666666,1.0,0.0
OC3CL200069,0,37.622209067,126.930278534,0.0,0.0,1.0
OC3CL200069,1,37.622209067,126.930278534,0.0,0.0,1.0
OC3CL200069,2,37.622209067,126.930278534,0.0,0.0,1.0
OC3CL200069,3,37.622209067,126.930278534,0.0,0.0,1.0
OC3CL200069,4,37.622209067,126.930278534,0.0,0.0,1.0
OC3CL200069,5,37.622209067,126.930278534,0.0,0.0,1.0
OC3CL200069,6,37.622209067,126.930278534,17.96875,1.0,0.0
OC3CL200069,7,37.622209067,126.930278534,630.5,1.0,0.0
OC3CL200069,8,37.622209067,126.930278534,3004.375,1.0,0.0
OC3CL200069,9,37.622209067,126.930278534,4699.545454545455,1.0,0.0
OC3CL200069,10,37.622209067,126.930278534,4762.060606060606,1.0,0.0
OC3CL200069,11,37.622209067,126.930278534,5108.969696969697,1.0,0.0
OC3CL200069,12,37.622209067,126.930278534,6844.636363636364,1.0,0.0
OC3CL200069,13,37.622209067,126.930278534,9805.69696969697,1.0,0.0
OC3CL200069,14,37.622209067,126.930278534,5549.272727272727,1.0,0.0
OC3CL200069,15,37.622209067,126.930278534,4854.454545454545,1.0,0.0
OC3CL200069,16,37.622209067,126.930278534,4765.727272727273,1.0,0.0
OC3CL200069,17,37.622209067,126.930278534,4161.121212121212,1.0,0.0
OC3CL200069,18,37.622209067,126.930278534,2938.2727272727275,1.0,0.0
OC3CL200069,19,37.622209067,126.930278534,1065.5757575757575,1.0,0.0
OC3CL200069,20,37.622209067,126.930278534,25.939393939393938,1.0,0.0
OC3CL200069,21,37.622209067,126.930278534,0.0,0.0,1.0
OC3CL200069,22,37.622209067,126.930278534,0.0,0.0,1.0
OC3CL200069,23,37.622209067,126.930278534,0.0,0.0,1.0
OC3CL200080,0,37.5566677,127.144870457,13.666666666666666,0.9111111111111111,0.0888888888888889
OC3CL200080,1,37.5566677,127.144870457,13.0,0.8666666666666667,0.1333333333333333
OC3CL200080,2,37.5566677,127.144870457,14.5,0.9666666666666667,0.033333333333333326
OC3CL200080,3,37.5566677,127.144870457,14.333333333333334,0.9555555555555556,0.0444444444444444
OC3CL200080,4,37.5566677,127.144870457,14.666666666666666,0.9777777777777777,0.022222222222222254
OC3CL200080,5,37.5566677,127.144870457,13.91304347826087,0.927536231884058,0.07246376811594202
OC3CL200080,6,37.5566677,127.144870457,23.0,1.0,0.0
OC3CL200080,7,37.5566677,127.144870457,486.85714285714283,1.0,0.0
OC3CL200080,8,37.5566677,127.144870457,1656.1904761904761,1.0,0.0
OC3CL200080,9,37.5566677,127.144870457,3499.85,1.0,0.0
OC3CL200080,10,37.5566677,127.144870457,4538.15,1.0,0.0
OC3CL200080,11,37.5566677,127.144870457,4505.909090909091,1.0,0.0
OC3CL200080,12,37.5566677,127.144870457,4308.857142857143,1.0,0.0
OC3CL200080,13,37.5566677,127.144870457,4117.6,1.0,0.0
OC3CL200080,14,37.5566677,127.144870457,3742.75,1.0,0.0
OC3CL200080,15,37.5566677,127.144870457,3695.3333333333335,1.0,0.0
OC3CL200080,16,37.5566677,127.144870457,3863.5,1.0,0.0
OC3CL200080,17,37.5566677,127.144870457,3128.25,1.0,0.0
OC3CL200080,18,37.5566677,127.144870457,1213.5,1.0,0.0
OC3CL200080,19,37.5566677,127.144870457,436.3333333333333,1.0,0.0
OC3CL200080,20,37.5566677,127.144870457,24.666666666666668,1.0,0.0
OC3CL200080,21,37.5566677,127.144870457,14.333333333333334,0.9555555555555556,0.0444444444444444
OC3CL200080,22,37.5566677,127.144870457,15.333333333333334,1.0,0.0
OC3CL200080,23,37.5566677,127.144870457,13.5,0.9,0.09999999999999998
OC3CL200081,0,37.545147142,127.12755127,0.0,0.0,1.0
OC3CL200081,1,37.545147142,127.12755127,0.0,0.0,1.0
OC3CL200081,2,37.545147142,127.12755127,0.0,0.0,1.0
OC3CL200081,3,37.545147142,127.12755127,0.0,0.0,1.0
OC3CL200081,4,37.545147142,127.12755127,0.0,0.0,1.0
OC3CL200081,5,37.545147142,127.12755127,0.0,0.0,1.0
OC3CL200081,6,37.545147142,127.12755127,18.03125,1.0,0.0
OC3CL200081,7,37.545147142,127.12755127,739.46875,1.0,0.0
OC3CL200081,8,37.545147142,127.12755127,2353.25,1.0,0.0
OC3CL200081,9,37.545147142,127.12755127,4920.363636363636,1.0,0.0
OC3CL200081,10,37.545147142,127.12755127,5808.484848484848,1.0,0.0
OC3CL200081,11,37.545147142,127.12755127,4944.727272727273,1.0,0.0
OC3CL200081,12,37.545147142,127.12755127,4705.787878787879,1.0,0.0
OC3CL200081,13,37.545147142,127.12755127,4908.454545454545,1.0,0.0
OC3CL200081,14,37.545147142,127.12755127,6065.0,1.0,0.0
OC3CL200081,15,37.545147142,127.12755127,8151.909090909091,1.0,0.0
OC3CL200081,16,37.545147142,127.12755127,8415.333333333334,1.0,0.0
OC3CL200081,17,37.545147142,127.12755127,6722.09375,1.0,0.0
OC3CL200081,18,37.545147142,127.12755127,4401.121212121212,1.0,0.0
OC3CL200081,19,37.545147142,127.12755127,1213.060606060606,1.0,0.0
OC3CL200081,20,37.545147142,127.12755127,31.303030303030305,1.0,0.0
OC3CL200081,21,37.545147142,127.12755127,0.0,0.0,1.0
OC3CL200081,22,37.545147142,127.12755127,0.0,0.0,1.0
OC3CL200081,23,37.545147142,127.12755127,0.0,0.0,1.0
OC3CL200082,0,37.580134544,126.799983213,0.0,0.0,1.0
OC3CL200082,1,37.580134544,126.799983213,0.0,0.0,1.0
OC3CL200082,2,37.580134544,126.799983213,0.0,0.0,1.0
OC3CL200082,3,37.580134544,126.799983213,0.0,0.0,1.0
OC3CL200082,4,37.580134544,126.799983213,0.0,0.0,1.0
OC3CL200082,5,37.580134544,126.799983213,0.0,0.0,1.0
OC3CL200082,6,37.580134544,126.799983213,6.78125,0.45208333333333334,0.5479166666666666
OC3CL200082,7,37.580134544,126.799983213,279.4375,1.0,0.0
OC3CL200082,8,37.580134544,126.799983213,1426.09375,1.0,0.0
OC3CL200082,9,37.580134544,126.799983213,2580.4848484848485,1.0,0.0
OC3CL200082,10,37.580134544,126.799983213,3130.5454545454545,1.0,0.0
OC3CL200082,11,37.580134544,126.799983213,3353.6060606060605,1.0,0.0
OC3CL200082,12,37.580134544,126.799983213,4014.6363636363635,1.0,0.0
OC3CL200082,13,37.580134544,126.799983213,4105.151515151515,1.0,0.0
OC3CL200082,14,37.580134544,126.799983213,4691.15625,1.0,0.0
OC3CL200082,15,37.580134544,126.799983213,5117.225806451613,1.0,0.0
OC3CL200082,16,37.580134544,126.799983213,4058.0,1.0,0.0
OC3CL200082,17,37.580134544,126.799983213,4940.545454545455,1.0,0.0
OC3CL200082,18,37.580134544,126.799983213,4221.393939393939,1.0,0.0
OC3CL200082,19,37.580134544,126.799983213,1521.2727272727273,1.0,0.0
OC3CL200082,20,37.580134544,126.799983213,19.575757575757574,1.0,0.0
OC3CL200082,21,37.580134544,126.799983213,0.0,0.0,1.0
OC3CL200082,22,37.580134544,126.799983213,0.0,0.0,1.0
OC3CL200082,23,37.580134544,126.799983213,0.0,0.0,1.0
OC3CL200084,0,37.545889848,127.123709975,0.0,0.0,1.0
OC3CL200084,1,37.545889848,127.123709975,0.0,0.0,1.0
OC3CL200084,2,37.545889848,127.123709975,0.0,0.0,1.0
OC3CL200084,3,37.545889848,127.123709975,0.0,0.0,1.0
OC3CL200084,4,37.545889848,127.123709975,0.0,0.0,1.0
OC3CL200084,5,37.545889848,127.123709975,0.0,0.0,1.0
OC3CL200084,6,37.545889848,127.123709975,5467.46875,1.0,0.0
OC3CL200084,7,37.545889848,127.123709975,33755.40625,1.0,0.0
OC3CL200084,8,37.545889848,127.123709975,29728.0,1.0,0.0
OC3CL200084,9,37.545889848,127.123709975,17218.909090909092,1.0,0.0
OC3CL200084,10,37.545889848,127.123709975,13243.575757575758,1.0,0.0
OC3CL200084,11,37.545889848,127.123709975,11268.1875,1.0,0.0
OC3CL200084,12,37.545889848,127.123709975,8665.5625,1.0,0.0
OC3CL200084,13,37.545889848,127.123709975,8238.060606060606,1.0,0.0
OC3CL200084,14,37.545889848,127.123709975,6848.848484848485,1.0,0.0
OC3CL200084,15,37.545889848,127.123709975,5762.969696969697,1.0,0.0
OC3CL200084,16,37.545889848,127.123709975,6205.212121212121,1.0,0.0
OC3CL200084,17,37.545889848,127.123709975,5461.787878787879,1.0,0.0
OC3CL200084,18,37.545889848,127.123709975,3669.5151515151515,1.0,0.0
OC3CL200084,19,37.545889848,127.123709975,4620.515151515152,1.0,0.0
OC3CL200084,20,37.545889848,127.123709975,893.4242424242424,1.0,0.0
OC3CL200084,21,37.545889848,127.123709975,0.0,0.0,1.0
OC3CL200084,22,37.545889848,127.123709975,0.0,0.0,1.0
OC3CL200084,23,37.545889848,127.123709975,0.0,0.0,1.0
OC3CL200085,0,37.50205663,127.015434377,17987.666666666668,1.0,0.0
OC3CL200085,1,37.50205663,127.015434377,14808.684210526315,1.0,0.0
OC3CL200085,2,37.50205663,127.015434377,12933.3,1.0,0.0
OC3CL200085,3,37.50205663,127.015434377,21864.18181818182,1.0,0.0
OC3CL200085,4,37.50205663,127.015434377,22312.176470588234,1.0,0.0
OC3CL200085,5,37.50205663,127.015434377,21615.272727272728,1.0,0.0
OC3CL200085,6,37.50205663,127.015434377,31041.82608695652,1.0,0.0
OC3CL200085,7,37.50205663,127.015434377,34255.52173913043,1.0,0.0
OC3CL200085,8,37.50205663,127.015434377,26755.695652173912,1.0,0.0
OC3CL200085,9,37.50205663,127.015434377,15504.16,1.0,0.0
OC3CL200085,10,37.50205663,127.015434377,11751.217391304348,1.0,0.0
OC3CL200085,11,37.50205663,127.015434377,14100.454545454546,1.0,0.0
OC3CL200085,12,37.50205663,127.015434377,13061.36,1.0,0.0
OC3CL200085,13,37.50205663,127.015434377,11718.153846153846,1.0,0.0
OC3CL200085,14,37.50205663,127.015434377,10816.72,1.0,0.0
OC3CL200085,15,37.50205663,127.015434377,6776.857142857143,1.0,0.0
OC3CL200085,16,37.50205663,127.015434377,7047.181818181818,1.0,0.0
OC3CL200085,17,37.50205663,127.015434377,6796.125,1.0,0.0
OC3CL200085,18,37.50205663,127.015434377,7163.0,1.0,0.0
OC3CL200085,19,37.50205663,127.015434377,13768.136363636364,1.0,0.0
OC3CL200085,20,37.50205663,127.015434377,14351.619047619048,1.0,0.0
OC3CL200085,21,37.50205663,127.015434377,11907.0,1.0,0.0
OC3CL200085,22,37.50205663,127.015434377,13315.666666666666,1.0,0.0
OC3CL200085,23,37.50205663,127.015434377,14867.041666666666,1.0,0.0
OC3CL200087,0,37.555468811,126.826613288,0.0,0.0,1.0
OC3CL200087,1,37.555468811,126.826613288,0.0,0.0,1.0
OC3CL200087,2,37.555468811,126.826613288,0.0,0.0,1.0
OC3CL200087,3,37.555468811,126.826613288,0.0,0.0,1.0
OC3CL200087,4,37.555468811,126.826613288,0.0,0.0,1.0
OC3CL200087,5,37.555468811,126.826613288,0.0,0.0,1.0
OC3CL200087,6,37.555468811,126.826613288,28.03125,1.0,0.0
OC3CL200087,7,37.555468811,126.826613288,993.90625,1.0,0.0
OC3CL200087,8,37.555468811,126.826613288,3846.25,1.0,0.0
OC3CL200087,9,37.555468811,126.826613288,6335.424242424242,1.0,0.0
OC3CL200087,10,37.555468811,126.826613288,9502.424242424242,1.0,0.0
OC3CL200087,11,37.555468811,126.826613288,9629.333333333334,1.0,0.0
OC3CL200087,12,37.555468811,126.826613288,7425.212121212121,1.0,0.0
OC3CL200087,13,37.555468811,126.826613288,7109.212121212121,1.0,0.0
OC3CL200087,14,37.555468811,126.826613288,7098.69696969697,1.0,0.0
OC3CL200087,15,37.555468811,126.826613288,7880.30303030303,1.0,0.0
OC3CL200087,16,37.555468811,126.826613288,10921.151515151516,1.0,0.0
OC3CL200087,17,37.555468811,126.826613288,9100.787878787878,1.0,0.0
OC3CL200087,18,37.555468811,126.826613288,6034.454545454545,1.0,0.0
OC3CL200087,19,37.555468811,126.826613288,2170.3030303030305,1.0,0.0
OC3CL200087,20,37.555468811,126.826613288,50.78787878787879,1.0,0.0
OC3CL200087,21,37.555468811,126.826613288,0.0,0.0,1.0
OC3CL200087,22,37.555468811,126.826613288,0.0,0.0,1.0
OC3CL200087,23,37.555468811,126.826613288,0.0,0.0,1.0
OC3CL200088,0,37.659767,127.032808,10.125,0.675,0.32499999999999996
OC3CL200088,1,37.659767,127.032808,10.125,0.675,0.32499999999999996
